review_id,product_name,review_text,rating,verified_purchase,date,sentiment
28,SmartPhone X,Excellent phone! The battery life is outstanding and lasts all day. Screen quality is crystal clear.,5,True,2024-01-10,positive
29,SmartPhone X,Exceptional device! Battery easily lasts full day with heavy use. Love the vibrant screen.,4,True,2024-01-10,positive
30,SmartPhone X,Incredible battery life - lasts two days on single charge! Screen brightness is perfect.,5,False,2024-01-11,positive
31,SmartPhone X,Poor quality control. Phone arrived with scratches. Battery life is mediocre.,1,True,2024-01-11,negative
32,SmartPhone X,Best value smartphone! Battery holds charge well. Screen is incredibly responsive.,5,True,2024-01-11,positive
33,SmartPhone X,The battery life is phenomenal. Screen is perfect for reading and videos.,5,False,2024-01-12,positive
34,SmartPhone X,Do not buy! Battery performance is terrible. Screen has backlight bleeding.,1,True,2024-01-12,negative
35,SmartPhone X,Do not buy! Battery performance is terrible. Screen has backlight bleeding.,2,True,2024-01-12,negative
36,SmartPhone X,Horrible experience. Battery can't hold charge. Screen flickers constantly.,1,True,2024-01-13,negative
37,SmartPhone X,Best phone I've owned! Battery life exceeds expectations. Display is gorgeous.,4,True,2024-01-13,positive
38,SmartPhone X,Highly recommend! Battery optimization is excellent. Display is sharp and responsive.,5,True,2024-01-13,positive
39,SmartPhone X,Do not buy! Battery performance is terrible. Screen has backlight bleeding.,2,True,2024-01-14,negative
40,SmartPhone X,Superb build quality! The battery performance is reliable. Screen colors are vivid.,4,False,2024-01-14,positive
41,SmartPhone X,Exceptional device! Battery easily lasts full day with heavy use. Love the vibrant screen.,5,True,2024-01-14,positive
42,SmartPhone X,Horrible experience. Battery can't hold charge. Screen flickers constantly.,2,True,2024-01-15,negative
43,SmartPhone X,Battery life is joke. Dies by noon. Screen brightness insufficient outdoors.,1,True,2024-01-15,negative
44,SmartPhone X,Incredible battery life - lasts two days on single charge! Screen brightness is perfect.,5,False,2024-01-15,positive
45,SmartPhone X,Best value smartphone! Battery holds charge well. Screen is incredibly responsive.,5,False,2024-01-16,positive
46,SmartPhone X,Highly recommend! Battery optimization is excellent. Display is sharp and responsive.,5,True,2024-01-16,positive
47,SmartPhone X,Best phone I've owned! Battery life exceeds expectations. Display is gorgeous.,5,True,2024-01-16,positive
48,SmartPhone X,The battery life is phenomenal. Screen is perfect for reading and videos.,5,False,2024-01-17,positive
49,SmartPhone X,Great phone overall. Battery exceeds expectations. Beautiful OLED screen.,4,True,2024-01-17,positive
50,SmartPhone X,Terrible battery optimization. Screen has color accuracy issues. Overpriced.,1,True,2024-01-17,negative
51,SmartPhone X,Love the sleek design and performance. Camera quality is exceptional. Worth every penny!,5,False,2024-01-18,positive
52,SmartPhone X,Best phone I've owned! Battery life exceeds expectations. Display is gorgeous.,5,True,2024-01-18,positive
53,SmartPhone X,Horrible experience. Battery can't hold charge. Screen flickers constantly.,1,True,2024-01-18,negative
54,SmartPhone X,Disappointed with battery performance. Doesn't last through a workday. Screen is good though.,1,True,2024-01-19,negative
55,SmartPhone X,Horrible experience. Battery can't hold charge. Screen flickers constantly.,1,True,2024-01-19,negative
56,SmartPhone X,Love the sleek design and performance. Camera quality is exceptional. Worth every penny!,5,True,2024-01-19,positive
57,SmartPhone X,Incredible battery life - lasts two days on single charge! Screen brightness is perfect.,5,True,2024-01-20,positive
58,SmartPhone X,Do not buy! Battery performance is terrible. Screen has backlight bleeding.,1,True,2024-01-20,negative
59,SmartPhone X,Terrible battery optimization. Screen has color accuracy issues. Overpriced.,1,True,2024-01-20,negative
60,SmartPhone X,Disappointed. Battery performance degrades rapidly. Not recommended.,2,False,2024-01-21,negative
61,SmartPhone X,Not worth the price. Screen developed dead pixels after one week. Returning it.,1,True,2024-01-21,negative
62,SmartPhone X,Disappointed with battery performance. Doesn't last through a workday. Screen is good though.,1,True,2024-01-21,negative
63,SmartPhone X,Amazing product! Battery lasts 36+ hours. Display quality is top-notch.,5,True,2024-01-22,positive
64,SmartPhone X,Superb build quality! The battery performance is reliable. Screen colors are vivid.,4,True,2024-01-22,positive
65,SmartPhone X,Fantastic purchase! Long-lasting battery and stunning screen quality.,5,True,2024-01-22,positive
66,SmartPhone X,Love the sleek design and performance. Camera quality is exceptional. Worth every penny!,4,True,2024-01-23,positive
67,SmartPhone X,Best value smartphone! Battery holds charge well. Screen is incredibly responsive.,4,True,2024-01-23,positive
68,SmartPhone X,Perfect phone for daily use. Battery life impressive. Screen is bright and clear.,5,True,2024-01-23,positive
69,SmartPhone X,Excellent phone! The battery life is outstanding and lasts all day. Screen quality is crystal clear.,5,True,2024-01-24,positive
70,SmartPhone X,Disappointed with battery performance. Doesn't last through a workday. Screen is good though.,1,True,2024-01-24,negative
71,SmartPhone X,Outstanding performance and battery longevity. Screen resolution is impressive.,5,True,2024-01-24,positive
72,SmartPhone X,Best value smartphone! Battery holds charge well. Screen is incredibly responsive.,5,True,2024-01-25,positive
73,SmartPhone X,Love the sleek design and performance. Camera quality is exceptional. Worth every penny!,5,True,2024-01-25,positive
74,SmartPhone X,Perfect phone for daily use. Battery life impressive. Screen is bright and clear.,5,False,2024-01-25,positive
75,SmartPhone X,Fantastic purchase! Long-lasting battery and stunning screen quality.,5,True,2024-01-26,positive
76,SmartPhone X,The battery life is phenomenal. Screen is perfect for reading and videos.,4,True,2024-01-26,positive
77,SmartPhone X,Love the sleek design and performance. Camera quality is exceptional. Worth every penny!,5,True,2024-01-26,positive
78,SmartPhone X,Exceptional device! Battery easily lasts full day with heavy use. Love the vibrant screen.,5,True,2024-01-27,positive
79,SmartPhone X,Best phone I've owned! Battery life exceeds expectations. Display is gorgeous.,4,True,2024-01-27,positive
80,SmartPhone X,Exceptional device! Battery easily lasts full day with heavy use. Love the vibrant screen.,5,False,2024-01-27,positive
81,SmartPhone X,Disappointed. Battery performance degrades rapidly. Not recommended.,1,True,2024-01-28,negative
82,SmartPhone X,Love the sleek design and performance. Camera quality is exceptional. Worth every penny!,5,True,2024-01-28,positive
83,SmartPhone X,Best value smartphone! Battery holds charge well. Screen is incredibly responsive.,4,True,2024-01-28,positive
84,SmartPhone X,Superb build quality! The battery performance is reliable. Screen colors are vivid.,4,True,2024-01-29,positive
85,SmartPhone X,Exceptional device! Battery easily lasts full day with heavy use. Love the vibrant screen.,5,True,2024-01-29,positive
86,SmartPhone X,Best phone I've owned! Battery life exceeds expectations. Display is gorgeous.,4,True,2024-01-29,positive
87,SmartPhone X,Best value smartphone! Battery holds charge well. Screen is incredibly responsive.,5,True,2024-01-30,positive
88,SmartPhone X,The battery life is phenomenal. Screen is perfect for reading and videos.,4,True,2024-01-30,positive
89,SmartPhone X,Terrible experience. Battery drains in 3 hours. Poor build quality and overpriced.,1,True,2024-01-30,negative
90,SmartPhone X,Poor quality control. Phone arrived with scratches. Battery life is mediocre.,2,False,2024-01-31,negative
91,SmartPhone X,Poor quality control. Phone arrived with scratches. Battery life is mediocre.,1,True,2024-01-31,negative
92,SmartPhone X,Horrible experience. Battery can't hold charge. Screen flickers constantly.,2,False,2024-01-31,negative
93,SmartPhone X,Incredible battery life - lasts two days on single charge! Screen brightness is perfect.,5,True,2024-02-01,positive
94,SmartPhone X,Highly recommend! Battery optimization is excellent. Display is sharp and responsive.,5,False,2024-02-01,positive
95,SmartPhone X,Disappointed with battery performance. Doesn't last through a workday. Screen is good though.,1,False,2024-02-01,negative
96,SmartPhone X,Fantastic purchase! Long-lasting battery and stunning screen quality.,4,True,2024-02-02,positive
97,SmartPhone X,Highly recommend! Battery optimization is excellent. Display is sharp and responsive.,5,True,2024-02-02,positive
98,SmartPhone X,Screen quality is poor compared to competition. Battery drains quickly with basic use.,1,True,2024-02-02,negative
99,SmartPhone X,Superb build quality! The battery performance is reliable. Screen colors are vivid.,5,True,2024-02-03,positive
100,SmartPhone X,Excellent phone! The battery life is outstanding and lasts all day. Screen quality is crystal clear.,4,True,2024-02-03,positive
101,SmartPhone X,Love the sleek design and performance. Camera quality is exceptional. Worth every penny!,4,True,2024-02-03,positive
102,SmartPhone X,Superb build quality! The battery performance is reliable. Screen colors are vivid.,5,False,2024-02-04,positive
103,SmartPhone X,The battery life is phenomenal. Screen is perfect for reading and videos.,4,True,2024-02-04,positive
104,SmartPhone X,Great value for money. Fast processor and smooth interface. Customer service was helpful.,4,False,2024-02-04,positive
105,SmartPhone X,Very disappointed. Battery drains even when idle. Screen has ghosting issues.,1,True,2024-02-05,negative
106,SmartPhone X,Do not buy! Battery performance is terrible. Screen has backlight bleeding.,1,True,2024-02-05,negative
107,SmartPhone X,Battery life is joke. Dies by noon. Screen brightness insufficient outdoors.,1,True,2024-02-05,negative
108,SmartPhone X,Do not buy! Battery performance is terrible. Screen has backlight bleeding.,1,True,2024-02-06,negative
109,SmartPhone X,Perfect phone for daily use. Battery life impressive. Screen is bright and clear.,5,True,2024-02-06,positive
110,SmartPhone X,Very disappointed. Battery drains even when idle. Screen has ghosting issues.,1,True,2024-02-06,negative
111,SmartPhone X,Best phone I've owned! Battery life exceeds expectations. Display is gorgeous.,5,True,2024-02-07,positive
112,SmartPhone X,Love the sleek design and performance. Camera quality is exceptional. Worth every penny!,5,False,2024-02-07,positive
113,SmartPhone X,Exceptional device! Battery easily lasts full day with heavy use. Love the vibrant screen.,4,True,2024-02-07,positive
114,SmartPhone X,Screen quality is poor compared to competition. Battery drains quickly with basic use.,1,True,2024-02-08,negative
115,SmartPhone X,Superb build quality! The battery performance is reliable. Screen colors are vivid.,4,False,2024-02-08,positive
116,SmartPhone X,Outstanding performance and battery longevity. Screen resolution is impressive.,5,True,2024-02-08,positive
117,SmartPhone X,Excellent phone! The battery life is outstanding and lasts all day. Screen quality is crystal clear.,5,False,2024-02-09,positive
118,SmartPhone X,Disappointed with battery performance. Doesn't last through a workday. Screen is good though.,2,True,2024-02-09,negative
119,SmartPhone X,Disappointed with battery performance. Doesn't last through a workday. Screen is good though.,2,True,2024-02-09,negative
120,SmartPhone X,Love the sleek design and performance. Camera quality is exceptional. Worth every penny!,5,True,2024-02-10,positive
121,SmartPhone X,Superb build quality! The battery performance is reliable. Screen colors are vivid.,5,False,2024-02-10,positive
122,SmartPhone X,Best phone I've owned! Battery life exceeds expectations. Display is gorgeous.,4,False,2024-02-10,positive
123,SmartPhone X,Not worth the price. Screen developed dead pixels after one week. Returning it.,1,True,2024-02-11,negative
124,SmartPhone X,Incredible battery life - lasts two days on single charge! Screen brightness is perfect.,5,False,2024-02-11,positive
125,SmartPhone X,Fantastic purchase! Long-lasting battery and stunning screen quality.,5,True,2024-02-11,positive
126,SmartPhone X,Best value smartphone! Battery holds charge well. Screen is incredibly responsive.,4,True,2024-02-12,positive
127,SmartPhone X,Fantastic purchase! Long-lasting battery and stunning screen quality.,4,False,2024-02-12,positive
128,SmartPhone X,Perfect phone for daily use. Battery life impressive. Screen is bright and clear.,5,True,2024-02-12,positive
129,SmartPhone X,Terrible experience. Battery drains in 3 hours. Poor build quality and overpriced.,1,True,2024-02-13,negative
130,SmartPhone X,Great phone overall. Battery exceeds expectations. Beautiful OLED screen.,4,True,2024-02-13,positive
131,SmartPhone X,Great phone overall. Battery exceeds expectations. Beautiful OLED screen.,5,True,2024-02-13,positive
132,SmartPhone X,Awful product. Battery barely lasts 2 hours. Screen quality is subpar.,1,False,2024-02-14,negative
133,SmartPhone X,Exceptional device! Battery easily lasts full day with heavy use. Love the vibrant screen.,5,False,2024-02-14,positive
134,SmartPhone X,Great phone overall. Battery exceeds expectations. Beautiful OLED screen.,5,True,2024-02-14,positive
135,SmartPhone X,Great phone overall. Battery exceeds expectations. Beautiful OLED screen.,4,True,2024-02-15,positive
136,SmartPhone X,Exceptional device! Battery easily lasts full day with heavy use. Love the vibrant screen.,5,True,2024-02-15,positive
137,SmartPhone X,The battery life is phenomenal. Screen is perfect for reading and videos.,5,True,2024-02-15,positive
138,SmartPhone X,Excellent phone! The battery life is outstanding and lasts all day. Screen quality is crystal clear.,5,True,2024-02-16,positive
139,SmartPhone X,Best phone I've owned! Battery life exceeds expectations. Display is gorgeous.,5,True,2024-02-16,positive
140,SmartPhone X,Best phone I've owned! Battery life exceeds expectations. Display is gorgeous.,5,True,2024-02-16,positive
141,SmartPhone X,Love the sleek design and performance. Camera quality is exceptional. Worth every penny!,4,False,2024-02-17,positive
142,SmartPhone X,Do not buy! Battery performance is terrible. Screen has backlight bleeding.,1,True,2024-02-17,negative
143,SmartPhone X,Great value for money. Fast processor and smooth interface. Customer service was helpful.,4,True,2024-02-17,positive
144,SmartPhone X,Exceptional device! Battery easily lasts full day with heavy use. Love the vibrant screen.,5,True,2024-02-18,positive
145,SmartPhone X,Amazing product! Battery lasts 36+ hours. Display quality is top-notch.,5,False,2024-02-18,positive
146,SmartPhone X,Great phone overall. Battery exceeds expectations. Beautiful OLED screen.,4,True,2024-02-18,positive
147,SmartPhone X,Great value for money. Fast processor and smooth interface. Customer service was helpful.,5,False,2024-02-19,positive
148,SmartPhone X,Fantastic purchase! Long-lasting battery and stunning screen quality.,5,True,2024-02-19,positive
149,SmartPhone X,Poor battery management. Constant crashes. Screen freezes frequently.,1,False,2024-02-19,negative
150,SmartPhone X,Disappointed. Battery performance degrades rapidly. Not recommended.,1,True,2024-02-20,negative
151,SmartPhone X,Best phone I've owned! Battery life exceeds expectations. Display is gorgeous.,4,True,2024-02-20,positive
152,SmartPhone X,Superb build quality! The battery performance is reliable. Screen colors are vivid.,5,True,2024-02-20,positive
153,SmartPhone X,Complete waste of money. Battery fails after 4 hours. Avoid this product.,1,True,2024-02-21,negative
154,SmartPhone X,Highly recommend! Battery optimization is excellent. Display is sharp and responsive.,5,False,2024-02-21,positive
155,SmartPhone X,Exceptional device! Battery easily lasts full day with heavy use. Love the vibrant screen.,5,True,2024-02-21,positive
156,SmartPhone X,Outstanding performance and battery longevity. Screen resolution is impressive.,5,True,2024-02-22,positive
157,SmartPhone X,The battery life is phenomenal. Screen is perfect for reading and videos.,4,True,2024-02-22,positive
158,SmartPhone X,Perfect phone for daily use. Battery life impressive. Screen is bright and clear.,5,True,2024-02-22,positive
159,SmartPhone X,Awful product. Battery barely lasts 2 hours. Screen quality is subpar.,1,True,2024-02-23,negative
160,SmartPhone X,Incredible battery life - lasts two days on single charge! Screen brightness is perfect.,4,True,2024-02-23,positive
161,SmartPhone X,Perfect phone for daily use. Battery life impressive. Screen is bright and clear.,4,True,2024-02-23,positive
162,SmartPhone X,Incredible battery life - lasts two days on single charge! Screen brightness is perfect.,5,True,2024-02-24,positive
163,SmartPhone X,Highly recommend! Battery optimization is excellent. Display is sharp and responsive.,5,True,2024-02-24,positive
164,SmartPhone X,Love the sleek design and performance. Camera quality is exceptional. Worth every penny!,5,True,2024-02-24,positive
165,SmartPhone X,Disappointed. Battery performance degrades rapidly. Not recommended.,1,True,2024-02-25,negative
166,SmartPhone X,Best value smartphone! Battery holds charge well. Screen is incredibly responsive.,4,True,2024-02-25,positive
167,SmartPhone X,Perfect phone for daily use. Battery life impressive. Screen is bright and clear.,5,False,2024-02-25,positive
168,SmartPhone X,Best phone I've owned! Battery life exceeds expectations. Display is gorgeous.,5,True,2024-02-26,positive
169,SmartPhone X,Fantastic purchase! Long-lasting battery and stunning screen quality.,5,True,2024-02-26,positive
170,SmartPhone X,The battery life is phenomenal. Screen is perfect for reading and videos.,5,True,2024-02-26,positive
171,SmartPhone X,Love the sleek design and performance. Camera quality is exceptional. Worth every penny!,5,True,2024-02-27,positive
172,SmartPhone X,Very disappointed. Battery drains even when idle. Screen has ghosting issues.,1,True,2024-02-27,negative
173,SmartPhone X,Love the sleek design and performance. Camera quality is exceptional. Worth every penny!,5,True,2024-02-27,positive
174,SmartPhone X,Best value smartphone! Battery holds charge well. Screen is incredibly responsive.,5,False,2024-02-28,positive
175,SmartPhone X,Poor battery management. Constant crashes. Screen freezes frequently.,2,True,2024-02-28,negative
176,SmartPhone X,The battery life is phenomenal. Screen is perfect for reading and videos.,5,True,2024-02-28,positive
177,SmartPhone X,Great phone overall. Battery exceeds expectations. Beautiful OLED screen.,5,True,2024-02-29,positive
178,SmartPhone X,Outstanding performance and battery longevity. Screen resolution is impressive.,5,True,2024-02-29,positive
179,SmartPhone X,Battery life is joke. Dies by noon. Screen brightness insufficient outdoors.,1,True,2024-02-29,negative
180,SmartPhone X,Horrible experience. Battery can't hold charge. Screen flickers constantly.,1,True,2024-03-01,negative
181,SmartPhone X,Waste of money. Battery dies quickly. Screen touch sensitivity is poor.,1,True,2024-03-01,negative
182,SmartPhone X,Highly recommend! Battery optimization is excellent. Display is sharp and responsive.,5,True,2024-03-01,positive
183,SmartPhone X,Excellent phone! The battery life is outstanding and lasts all day. Screen quality is crystal clear.,4,True,2024-03-02,positive
184,SmartPhone X,Best phone I've owned! Battery life exceeds expectations. Display is gorgeous.,5,True,2024-03-02,positive
185,SmartPhone X,Great phone overall. Battery exceeds expectations. Beautiful OLED screen.,5,True,2024-03-02,positive
186,SmartPhone X,Battery life is joke. Dies by noon. Screen brightness insufficient outdoors.,1,True,2024-03-03,negative
187,SmartPhone X,Horrible experience. Battery can't hold charge. Screen flickers constantly.,1,True,2024-03-03,negative
188,SmartPhone X,Fantastic purchase! Long-lasting battery and stunning screen quality.,4,False,2024-03-03,positive
189,SmartPhone X,Horrible experience. Battery can't hold charge. Screen flickers constantly.,1,True,2024-03-04,negative
190,SmartPhone X,Love the sleek design and performance. Camera quality is exceptional. Worth every penny!,4,True,2024-03-04,positive
191,SmartPhone X,Highly recommend! Battery optimization is excellent. Display is sharp and responsive.,5,True,2024-03-04,positive
192,SmartPhone X,Superb build quality! The battery performance is reliable. Screen colors are vivid.,5,True,2024-03-05,positive
193,SmartPhone X,Superb build quality! The battery performance is reliable. Screen colors are vivid.,4,True,2024-03-05,positive
194,SmartPhone X,Superb build quality! The battery performance is reliable. Screen colors are vivid.,4,True,2024-03-05,positive
195,SmartPhone X,Superb build quality! The battery performance is reliable. Screen colors are vivid.,5,True,2024-03-06,positive
196,SmartPhone X,Terrible battery optimization. Screen has color accuracy issues. Overpriced.,1,True,2024-03-06,negative
197,SmartPhone X,Fantastic purchase! Long-lasting battery and stunning screen quality.,5,True,2024-03-06,positive
198,SmartPhone X,Best phone I've owned! Battery life exceeds expectations. Display is gorgeous.,4,True,2024-03-07,positive
199,SmartPhone X,Disappointed with battery performance. Doesn't last through a workday. Screen is good though.,2,True,2024-03-07,negative
200,SmartPhone X,Best value smartphone! Battery holds charge well. Screen is incredibly responsive.,5,True,2024-03-07,positive
201,SmartPhone X,Poor battery management. Constant crashes. Screen freezes frequently.,1,False,2024-03-08,negative
202,SmartPhone X,Poor battery management. Constant crashes. Screen freezes frequently.,1,True,2024-03-08,negative
203,SmartPhone X,Exceptional device! Battery easily lasts full day with heavy use. Love the vibrant screen.,5,True,2024-03-08,positive
204,SmartPhone X,Great value for money. Fast processor and smooth interface. Customer service was helpful.,5,True,2024-03-09,positive
205,SmartPhone X,Terrible experience. Battery drains in 3 hours. Poor build quality and overpriced.,1,False,2024-03-09,negative
206,SmartPhone X,Great phone overall. Battery exceeds expectations. Beautiful OLED screen.,5,False,2024-03-09,positive
207,SmartPhone X,Awful product. Battery barely lasts 2 hours. Screen quality is subpar.,1,False,2024-03-10,negative
208,SmartPhone X,Incredible battery life - lasts two days on single charge! Screen brightness is perfect.,5,True,2024-03-10,positive
209,SmartPhone X,Incredible battery life - lasts two days on single charge! Screen brightness is perfect.,5,True,2024-03-10,positive
210,SmartPhone X,Perfect phone for daily use. Battery life impressive. Screen is bright and clear.,5,True,2024-03-11,positive
211,SmartPhone X,Exceptional device! Battery easily lasts full day with heavy use. Love the vibrant screen.,5,True,2024-03-11,positive
212,SmartPhone X,Disappointed. Battery performance degrades rapidly. Not recommended.,1,True,2024-03-11,negative
213,SmartPhone X,Love the sleek design and performance. Camera quality is exceptional. Worth every penny!,5,True,2024-03-12,positive
214,SmartPhone X,Highly recommend! Battery optimization is excellent. Display is sharp and responsive.,4,False,2024-03-12,positive
215,SmartPhone X,Fantastic purchase! Long-lasting battery and stunning screen quality.,5,False,2024-03-12,positive
216,SmartPhone X,Disappointed. Battery performance degrades rapidly. Not recommended.,2,True,2024-03-13,negative
217,SmartPhone X,Incredible battery life - lasts two days on single charge! Screen brightness is perfect.,5,False,2024-03-13,positive
218,SmartPhone X,Outstanding performance and battery longevity. Screen resolution is impressive.,4,True,2024-03-13,positive
219,SmartPhone X,The battery life is phenomenal. Screen is perfect for reading and videos.,5,True,2024-03-14,positive
220,SmartPhone X,Awful product. Battery barely lasts 2 hours. Screen quality is subpar.,1,True,2024-03-14,negative
221,SmartPhone X,Excellent phone! The battery life is outstanding and lasts all day. Screen quality is crystal clear.,5,True,2024-03-14,positive
222,SmartPhone X,Waste of money. Battery dies quickly. Screen touch sensitivity is poor.,1,True,2024-03-15,negative
223,SmartPhone X,Terrible experience. Battery drains in 3 hours. Poor build quality and overpriced.,1,True,2024-03-15,negative
224,SmartPhone X,The battery life is phenomenal. Screen is perfect for reading and videos.,5,True,2024-03-15,positive
225,SmartPhone X,Great phone overall. Battery exceeds expectations. Beautiful OLED screen.,5,True,2024-03-16,positive
226,SmartPhone X,Great value for money. Fast processor and smooth interface. Customer service was helpful.,4,True,2024-03-16,positive
227,SmartPhone X,Great value for money. Fast processor and smooth interface. Customer service was helpful.,5,True,2024-03-16,positive
228,SmartPhone X,Love the sleek design and performance. Camera quality is exceptional. Worth every penny!,5,True,2024-03-17,positive
229,SmartPhone X,Poor quality control. Phone arrived with scratches. Battery life is mediocre.,1,True,2024-03-17,negative
230,SmartPhone X,Best phone I've owned! Battery life exceeds expectations. Display is gorgeous.,5,True,2024-03-17,positive
231,SmartPhone X,Great value for money. Fast processor and smooth interface. Customer service was helpful.,5,True,2024-03-18,positive
232,SmartPhone X,Awful product. Battery barely lasts 2 hours. Screen quality is subpar.,2,True,2024-03-18,negative
233,SmartPhone X,Excellent phone! The battery life is outstanding and lasts all day. Screen quality is crystal clear.,5,False,2024-03-18,positive
234,SmartPhone X,Excellent phone! The battery life is outstanding and lasts all day. Screen quality is crystal clear.,4,False,2024-03-19,positive
235,SmartPhone X,Horrible experience. Battery can't hold charge. Screen flickers constantly.,2,True,2024-03-19,negative
236,SmartPhone X,Outstanding performance and battery longevity. Screen resolution is impressive.,4,True,2024-03-19,positive
237,SmartPhone X,Highly recommend! Battery optimization is excellent. Display is sharp and responsive.,4,True,2024-03-20,positive
238,SmartPhone X,The battery life is phenomenal. Screen is perfect for reading and videos.,4,True,2024-03-20,positive
239,SmartPhone X,Highly recommend! Battery optimization is excellent. Display is sharp and responsive.,5,False,2024-03-20,positive
240,SmartPhone X,Not worth the price. Screen developed dead pixels after one week. Returning it.,1,True,2024-03-21,negative
241,SmartPhone X,Great phone overall. Battery exceeds expectations. Beautiful OLED screen.,5,True,2024-03-21,positive
242,SmartPhone X,Highly recommend! Battery optimization is excellent. Display is sharp and responsive.,5,True,2024-03-21,positive
243,SmartPhone X,Excellent phone! The battery life is outstanding and lasts all day. Screen quality is crystal clear.,5,True,2024-03-22,positive
244,SmartPhone X,Love the sleek design and performance. Camera quality is exceptional. Worth every penny!,4,True,2024-03-22,positive
245,SmartPhone X,Amazing product! Battery lasts 36+ hours. Display quality is top-notch.,5,False,2024-03-22,positive
246,SmartPhone X,Great phone overall. Battery exceeds expectations. Beautiful OLED screen.,5,True,2024-03-23,positive
247,SmartPhone X,Amazing product! Battery lasts 36+ hours. Display quality is top-notch.,4,False,2024-03-23,positive
248,SmartPhone X,Great value for money. Fast processor and smooth interface. Customer service was helpful.,5,True,2024-03-23,positive
249,SmartPhone X,Best phone I've owned! Battery life exceeds expectations. Display is gorgeous.,5,False,2024-03-24,positive
250,SmartPhone X,The battery life is phenomenal. Screen is perfect for reading and videos.,4,True,2024-03-24,positive
251,SmartPhone X,Great value for money. Fast processor and smooth interface. Customer service was helpful.,5,True,2024-03-24,positive
252,SmartPhone X,The battery life is phenomenal. Screen is perfect for reading and videos.,5,False,2024-03-25,positive
253,SmartPhone X,Best value smartphone! Battery holds charge well. Screen is incredibly responsive.,5,True,2024-03-25,positive
254,SmartPhone X,Screen quality is poor compared to competition. Battery drains quickly with basic use.,1,True,2024-03-25,negative
255,SmartPhone X,Incredible battery life - lasts two days on single charge! Screen brightness is perfect.,5,False,2024-03-26,positive
256,SmartPhone X,Excellent phone! The battery life is outstanding and lasts all day. Screen quality is crystal clear.,5,True,2024-03-26,positive
257,SmartPhone X,Love the sleek design and performance. Camera quality is exceptional. Worth every penny!,5,True,2024-03-26,positive
258,SmartPhone X,Disappointed with battery performance. Doesn't last through a workday. Screen is good though.,1,False,2024-03-27,negative
259,SmartPhone X,Fantastic purchase! Long-lasting battery and stunning screen quality.,4,True,2024-03-27,positive
260,SmartPhone X,Disappointed. Battery performance degrades rapidly. Not recommended.,1,True,2024-03-27,negative
